"","alphas","betas","Error"
"1",0.0137933242579306,0.924197229447388,0.195874105295822
"2",0.016756628320873,0.903137890088655,0.194032880674429
"3",0.0200354335483987,0.87968871284125,0.191966089406969
"4",0.0227574480057317,0.857556084442972,0.18971717529318
"5",0.0253577243959552,0.835184127048925,0.187323004926549
"6",0.0278022775567847,0.812862468524908,0.184814315750409
"7",0.02973875173087,0.792128440288144,0.182216689442325
"8",0.0316842347703672,0.771020669761723,0.179551521768638
"9",0.0335600012952558,0.749944612465472,0.176836923529299
"10",0.0349660766097226,0.730573540225271,0.174087569332832
"11",0.0362536947142015,0.711566800243948,0.171316315820151
"12",0.0374073172468037,0.693038787524935,0.16853361130243
"13",0.0384293903225043,0.675023906937496,0.165748293645503
"14",0.0393255891023857,0.657536643040596,0.162967799890028
"15",0.0401031516974872,0.640579283201887,0.160198377998367
"16",0.040769960783383,0.624146505240324,0.157445269674771
"17",0.0413340242935957,0.60822822608248,0.154712864651373
"18",0.0418031807406733,0.592811427098618,0.152004830012262
"19",0.0421849359022905,0.577881349021265,0.149324218526085
"20",0.0424738273485121,0.563472479797758,0.146673557838361
"21",0.0427502675786779,0.549273718746627,0.144054957812268
"22",0.0430005948472988,0.535348733093526,0.141470222496544
"23",0.0428212446206448,0.523316851979714,0.138920366092459
"24",0.0428873553086931,0.510484284719371,0.136406741190829
"25",0.0428728840150793,0.498159543393251,0.133930215890714
"26",0.0427841213217008,0.486320703006558,0.131491437658672
"27",0.0429598385090442,0.473614544879898,0.129090779783215
"28",0.042738073514576,0.462689800844168,0.126728418980494
"29",0.0425359271870195,0.451880387198763,0.124404819189368
"30",0.042329454420765,0.441281896988259,0.122119942934264
"31",0.0420938117186408,0.430993435123679,0.119873736399648
"32",0.0418318427342458,0.421003030799722,0.117666080347341
"33",0.0415461986684141,0.411299121219933,0.115496783178718
"34",0.0412393585664064,0.401870522193842,0.113365591291893
"35",0.0409136482975777,0.392706397205265,0.111272198079115
"36",0.0405712584082163,0.383796225137787,0.10921625175413
"37",0.0402142610615652,0.375129766619629,0.107197362173178
"38",0.0398446262990329,0.366697028763323,0.105215106791891
"39",0.039464237881367,0.358488227892593,0.103269035883612
"40",0.0390749089910015,0.350493749698009,0.101358677132403
"41",0.0386783981111505,0.342704106080334,0.0994835397049872
"42",0.0382764254221154,0.335109887824238,0.09764311790254
"43",0.0378706901433795,0.327701711895288,0.0958368944937612
"44",0.0374628892485894,0.320470162191098,0.0940643438370911
"45",0.0370547381405789,0.313405722028323,0.0923249349181278
"46",0.0366479938997245,0.306498696645557,0.0906181344488911
"47",0.0362444819454153,0.299739123325171,0.0889434102213665
"48",0.0358461270668954,0.293116666565095,0.0873002349665354
"49",0.0354549900754737,0.286620495011853,0.0856880910627495
"50",0.0350733116658159,0.280239136199867,0.0841064765726261
"51",0.034441853748633,0.275005322632662,0.0825545475254389
"52",0.0341085199020761,0.268726106311871,0.081032037184035
"53",0.0336131239734511,0.263239724462924,0.0795384440713456
"54",0.0331541157152302,0.257749527874166,0.0780731981470174
"55",0.0326885295145494,0.252424817276302,0.0766357870668999
"56",0.0322146061167167,0.247270193628253,0.0752257236190239
"57",0.0320632755257121,0.240959326951297,0.073842485810829
"58",0.0314958641506763,0.236441576506028,0.0724850066217466
"59",0.031084537181264,0.231430301216384,0.0711536899882879
"60",0.0306853568628319,0.226497068588868,0.0698476992080392
"61",0.030302708243161,0.221622142485358,0.0685665950916003
"62",0.0296094687848468,0.218111608539292,0.0673098967357359
"63",0.0292066404308154,0.213557481911237,0.0660768087268998
"64",0.0287905335221744,0.209173925859388,0.0648672119896172
"65",0.0283811920295595,0.204878037065963,0.0636805610368403
"66",0.0279792020470513,0.200665243934237,0.0625164104244884
"67",0.0275933121297273,0.196498211238673,0.0613742919515165
"68",0.0274020884696354,0.191661073489206,0.0602538854735494
"69",0.0268152971095866,0.188512200268923,0.0591546777414539
"70",0.0264499309051916,0.184581615670585,0.0580762678582702
"71",0.0260670264960511,0.180823551231159,0.0570183314430726
"72",0.0257225598029034,0.177011667498102,0.0559803813419432
"73",0.0253231108984868,0.173518095039436,0.0549621077266766
"74",0.0249306410005795,0.170092845379502,0.0539630818763639
"75",0.024545775660632,0.166731507666641,0.0529829220618338
"76",0.0241692089287782,0.163429431463704,0.0520212534357634
"77",0.0237999495069715,0.160188766731735,0.0510777129519241
"78",0.0234441970041368,0.156982860767075,0.0501519297567244
"79",0.0230976576252064,0.153827214262297,0.0492435689526244
"80",0.0227632864910301,0.150708319268544,0.0483522930465329
"81",0.022442472138501,0.147619050056772,0.0474777877221551
"82",0.0221368568636031,0.144551398250847,0.0466197651410519
"83",0.0218483985073902,0.141496282198985,0.0457779752457091
"84",0.0212862362522082,0.139614996111285,0.0449519882240235
"85",0.0209529026016852,0.136894979543215,0.0441413179899911
"86",0.0206195689561293,0.134251012539566,0.0433458576728167
"87",0.0203742214425367,0.131327324806371,0.0425648421153034
"88",0.020133156694731,0.128460958047088,0.0417987169652023
"89",0.0198297758227263,0.125915894844243,0.0410469996270297
"90",0.0195379805059114,0.123394746456052,0.0403093336959395
"91",0.0192611311927039,0.120882885656344,0.0395854820854319
"92",0.0189950733817061,0.118395735794129,0.0388752058641908
"93",0.0187414493363042,0.115925707093294,0.0381783008877022
"94",0.0181923948704468,0.114698863358944,0.0374936885681463
"95",0.0179026269272033,0.112500240593554,0.0368221496604734
"96",0.017619945008622,0.110335524745864,0.0361630609560703
"97",0.0173446668910961,0.108202225027156,0.0355161785183082
"98",0.0170760528556257,0.106102146505175,0.0348812715855356
"99",0.0169458726378206,0.103506525478053,0.034258003205867
"100",0.0164711816088356,0.102350788517587,0.033647102990586
"101",0.0163182861556393,0.0999574617833163,0.0330461212811747
"102",0.0158201466345128,0.0990171243965577,0.0324595421869218
"103",0.0158777523177944,0.0958821109164931,0.0318786240375342
"104",0.0155697811970094,0.094275621780994,0.0313109493138063
"105",0.0153109308479464,0.0925251972460842,0.030753784127574
"106",0.0150589320023428,0.0907986542343719,0.0302068764487486
"107",0.0148069974969101,0.0891222348358426,0.0296700449646966
"108",0.0145777599988098,0.0874040907517165,0.0291430261493912
"109",0.0143499791010305,0.0857285640798978,0.0286256960968039
"110",0.0141318855160741,0.0840617290026371,0.0281178542133867
"111",0.013924558426548,0.0823984583025542,0.0276193384017492
"112",0.0137293011299479,0.0807328522073517,0.0271300113454286
"113",0.0135476965678022,0.0790580796501571,0.0266497731842732
"114",0.0131556174964248,0.0782692446555872,0.0261783429282573
"115",0.0131556174964248,0.0759548408799989,0.0257154621731397
"116",0.0128222839670575,0.0750126439083513,0.0252603559553163
"117",0.0124889504426573,0.0741187406234683,0.0248149084788195
"118",0.0122546841065742,0.0728673388373363,0.0243772150527267
"119",0.0121038566986585,0.0713167758640312,0.023946440531733
"120",0.011942017672795,0.0698509948550025,0.0235238131092365
"121",0.0117667380900016,0.0684783671769481,0.0231090639073909
"122",0.0117792823709782,0.0663971659339522,0.022702859083573
"123",0.0113603088880459,0.0660711140108339,0.0223024699126035
"124",0.0111727873666842,0.0648591037734646,0.0219100506480403
"125",0.0109871670839532,0.0636751270983764,0.0215247590868379
"126",0.0107953651287981,0.0625512591472552,0.0211465439324895
"127",0.0108401301959779,0.0605161828151678,0.0207753407198159
"128",0.0105444553053199,0.0598710317926715,0.0204097706027902
"129",0.0102414446315529,0.0592969500886424,0.0200525457229708
"130",0.0102641950152976,0.057443852150417,0.0197001264423215
"131",0.00994579525503772,0.0569919642407978,0.0193550290521897
"132",0.0101081288597563,0.0546608837221445,0.0190186798322339
"133",0.00961997400945315,0.054934822767749,0.0186829437611123
"134",0.00947157103121473,0.053892947815168,0.0183558463880054
"135",0.00933032939740621,0.0528517154263399,0.0180346066031929
"136",0.0091725879377142,0.051906220380795,0.0177193144263304
"137",0.00906723364307896,0.0507779504807203,0.0174093770106072
"138",0.00892343161744869,0.0498325944227684,0.0171052641785126
"139",0.00881781991914584,0.0487618742117609,0.0168066307776689
"140",0.00876250211801931,0.04752066782607,0.0165141352596295
"141",0.00846395221027235,0.0472714536854325,0.0162254525053044
